Model,Nominal_Dimension,Participation_Ratio,Intrinsic_Dimension,Dimension_Error,Usage_Efficiency_Percent,Max_Eigenvalue,Min_Eigenvalue,Eigenvalue_Count,Sample_Count
JEPA,64,19.330857622313697,0.08488834183544598,0.16393838754451484,30.20446503486515,0.14532470933786093,0.0016616670259477976,64,36343
ENCODER_DECODER,64,7.473111690051875,0.11211438351022443,0.3595759870084172,11.676737015706054,0.11967643411512677,0.00010187410867519357,64,36343
